PID,AGE_BUILT,sale_price,AGE_SALE,DISTANCE,AV_BLDG_LOG,LAND_SF_LOG,LIVING_AREA_LOG,AGE_REMODEL,R_TOTAL_RMS,edu_Pct_Age_25_plus_bachelors_plus,target
1604548000,88,330000,13,5.412057504,12.85735562,8.313852267,7.238496841,88,6,42,1
1604549000,77,580000,4,5.407202821,13.04483417,8.217438538,7.144565021,6,5,42,1
1604553000,94,9,12,5.404900831,12.8293337,8.094988759,7.220373837,10,7,42,0
1604554000,87,9,10,5.40872891,12.83388098,8.094988759,7.34601021,87,7,42,0
1604555000,102,350000,12,5.41447103,13.04613007,8.093767758,7.674896139,102,8,42,1
1604556000,102,9,8,5.418299042,12.96313315,8.072155308,7.220373837,13,7,42,0
1604557000,82,455000,7,5.422127123,12.95110045,8.072155308,7.207859871,3,8,42,1
1604558000,102,545000,7,5.425955205,13.01053756,8.072155308,7.247080585,102,7,42,1
1604559000,94,215000,22,5.429783218,13.00335459,8.072155308,7.443897711,15,8,42,0
1604560000,94,146500,35,5.433611301,12.96453929,8.117610746,7.450893192,94,8,42,0
1604561000,94,269000,21,5.437439381,12.91951253,8.137688185,7.417700515,94,7,42,0
1604562000,94,460000,7,5.508824684,13.28635123,8.354203563,7.352825642,3,8,42,1
1604563000,102,100,3,5.510393157,13.17723028,8.416709653,7.452982329,4,8,42,0
1604564000,102,450000,7,5.511968003,13.39908561,8.475537516,7.6666902,6,6,42,1
1604567000,102,9,10,5.42737883,12.77138645,8.498418036,7.207859871,47,7,42,0
1604568000,102,9,10,5.42293524,13.0152235,8.202756382,7.207859871,15,7,42,0
1604569000,87,9,8,5.418491579,12.77081811,8.318254329,7.207859871,87,9,42,0
1604570000,102,0,35,5.414047989,12.83973518,8.202756382,7.389255073,102,6,42,0
1604571000,94,370000,16,5.409604401,13.03243867,8.342125263,7.389255073,32,6,42,0
1604572000,94,462500,9,5.405160745,13.25093248,8.202756382,7.339537695,5,7,42,0
1604573000,87,425000,15,5.40071716,12.92366851,7.999678579,7.203405521,87,8,42,1
1604575000,96,0,35,5.386463955,12.80490915,7.828038032,7.238496841,96,7,42,0
1604576000,102,330000,19,5.396185882,12.86021909,8.228710799,7.232733136,102,7,42,0
1604577000,92,0,35,5.400104067,12.80050385,8.000349495,7.19142933,92,7,42,0
1604578000,67,385000,8,5.412113655,13.15444327,8.60153434,7.751045118,7,7,42,0
1604580000,112,9,7,5.414387289,13.06917355,8.853093836,7.579678823,15,7,42,0
1604582010,94,9,8,5.417797807,12.68137471,8.81936971,7.045776577,3,5,42,0
1604585000,34,9,9,5.424618775,13.54120528,8.070906089,7.860185057,10,9,42,0
1604586010,35,9,7,5.494504923,13.37467731,8.773229786,7.562161631,35,8,42,0
1604588000,112,148000,30,5.502636931,13.32612021,8.355379895,7.575584652,5,9,42,0
1604589000,81,335000,17,5.436232722,12.74519414,8.109826276,7.224607729,81,6,42,0
1604590000,94,605000,5,5.432324909,13.17077252,8.111328003,7.512835981,15,6,42,1
1604591000,94,0,35,5.428417096,13.15463694,8.041091004,7.207859871,23,12,42,0
1604592000,87,9,11,5.424509283,13.11694874,8.068716193,7.321188557,87,7,42,0
1604593000,102,0,35,5.420601471,12.99521159,8.070280893,7.21964204,102,8,42,0
1604594000,92,625000,6,5.416693659,13.25724386,8.07184315,7.21964204,18,7,42,1
1604596000,102,420000,15,5.408878038,13.08195796,8.074649075,7.498869734,5,7,42,0
1604597000,102,153500,33,5.404970228,12.83548099,8.098946749,7.207859871,102,6,42,0
1604598000,87,462500,11,5.518455616,13.55596232,8.128290172,7.806696373,11,9,42,0
1604600000,95,405000,11,5.512698888,13.17571455,8.253488028,7.194436851,6,7,42,0
1604601000,95,0,35,5.510078066,12.97247029,8.383661799,7.466227556,95,8,42,0
1604602000,87,210000,23,5.50747476,13.62568089,8.368461138,7.98480339,14,8,42,0
1604603000,95,345000,11,5.504888992,13.13902382,8.476787777,7.194436851,11,7,42,0
1604604000,88,9,4,5.503369713,12.88765319,8.565030521,7.265429723,88,6,42,0
1604605000,96,390000,17,5.502001661,12.82557329,8.411165787,7.313220387,96,7,42,1
1604606000,67,9,10,5.49928098,13.18702689,8.630878956,7.496652438,67,7,42,0
1604608000,72,160000,30,5.495238795,13.07862045,8.881836305,7.359340323,72,7,42,0
1604609001,68,402400,10,5.493541293,13.04742429,8.106816039,7.178087713,10,6,42,0
1604610000,66,345000,3,5.501835117,12.48786239,8.328209492,6.907755279,66,4,42,1
1604614000,67,9,5,5.535661358,13.25040473,9.012133306,7.551712215,67,13,42,0
1604616000,122,9,10,5.537482271,12.79413705,8.881836305,7.107425474,122,6,42,1
1604618000,11,344000,15,5.539775149,13.43454292,8.864464055,7.66293785,11,7,42,0
1604619000,94,0,18,5.540235901,13.41234281,7.520234556,7.652545693,4,9,42,0
1604620000,62,595000,3,5.541159763,12.73640674,7.718240952,7.209340257,62,6,42,1
1604622000,93,0,35,5.543482267,13.04267061,8.04334217,7.124317219,93,6,42,0
1604623000,92,275000,9,5.543949017,12.62016708,8.173293439,7.049254841,92,5,42,1
1604625000,90,9,30,5.554307886,12.80408463,8.29404964,7.169350017,90,7,42,0
1604626000,72,345000,15,5.552487818,13.56858648,8.966100857,8.111267977,15,8,42,0
1604630010,98,587999,4,5.520512247,12.95796032,8.517193191,7.109879463,4,7,42,1
1604632000,90,515000,4,5.501780783,12.84660988,8.006367568,7.209340257,90,6,42,1
1604634000,122,9,32,5.47063932,12.80188259,8.191186005,7.257002707,122,6,42,0
1604637000,91,0,35,5.427099079,12.77563876,7.967280179,7.122866659,91,6,42,0
1604639000,91,190000,24,5.397753549,12.86333355,8.00836557,7.364547014,91,8,42,0
1604640000,78,358000,8,5.396474111,12.63395135,8.427268484,7.185387016,78,5,42,1
1604641000,90,0,15,5.436866654,12.69649146,7.918628653,7.164720379,90,8,42,0
1604655000,93,439900,8,5.554356821,13.26594411,8.217438538,7.526394407,4,10,42,1
1604656000,93,100,3,5.508971821,12.993393,8.296047643,7.279318835,93,7,42,1
1604657000,86,0,35,5.500249817,13.06409847,8.188689124,7.444716376,10,7,42,0
1604659000,96,435000,7,5.482809481,12.69649146,8.188689124,7.215239979,96,7,42,1
1604660000,94,0,35,5.47409109,12.83628003,8.188689124,7.284820913,94,6,42,0
1604661000,90,9,8,5.465365666,12.81038861,8.188689124,7.177018766,90,7,42,0
1604662000,93,9,29,5.456633693,13.01966598,8.188689124,7.43838353,17,8,42,0
1604663000,93,140000,35,5.447902896,12.7556381,8.188689124,7.129297549,93,6,42,0
1604664000,92,315000,8,5.443537939,12.83973518,8.188689124,7.356662945,92,6,42,1
1604665000,92,0,35,5.439173281,13.01321793,8.188689124,7.244798781,92,6,42,0
1604666000,92,345000,16,5.434808849,12.85265219,8.188689124,7.275172319,92,6,42,1
1604667000,122,275000,11,5.430444783,12.53321579,8.188689124,6.684611728,45,4,42,0
1604668000,127,620000,5,5.426081016,13.1838347,8.337348564,7.397561536,14,7,42,1
1604673000,93,9,5,5.438497305,12.8851209,8.188689124,7.203405521,93,7,42,1
1604674000,92,0,35,5.447942513,12.98654365,8.188689124,7.355641103,5,6,42,0
1604675000,92,0,17,5.457404079,13.1437334,8.188689124,7.264030143,24,6,42,0
1604676000,93,0,35,5.466867142,12.91509318,8.188689124,7.285643619,19,7,42,0
1604677000,92,9,7,5.476331552,13.41548065,8.188689124,7.648549113,6,7,42,0
1604678000,93,375000,14,5.485797375,13.04461803,8.188689124,7.129297549,19,7,42,0
1604679000,91,9,9,5.495264599,12.9666448,8.188689124,7.275172319,91,6,42,0
1604680000,92,590000,4,5.504733222,12.94514876,8.188689124,7.091076336,92,5,42,1
1604681000,94,438000,9,5.5142033,13.03680549,8.188689124,7.523481313,34,7,42,1
1604682000,108,0,14,5.523716536,12.9720055,8.188689124,7.091076336,23,6,42,0
1604683000,94,0,14,5.533254154,13.06197623,8.299783172,7.125685263,20,6,42,0
1604684000,91,521000,6,5.54734777,12.90817957,8.217438538,7.196536747,6,6,42,1
1604685000,91,166020,26,5.54967392,13.23533486,8.267448958,7.206006303,11,7,42,0
1604686000,82,0,35,5.552010229,12.99088701,8.267448958,7.388946098,14,7,42,0
1604693000,95,315000,6,5.480319565,12.71619802,8.188689124,7.180831199,47,7,42,1
1604694000,87,705000,3,5.475304395,13.12774885,8.188689124,7.177782416,20,6,42,1
1604695000,87,360000,13,5.470289637,13.02893143,8.188689124,7.367329713,87,6,42,1
1604696000,117,318000,8,5.465275223,13.05536851,8.188689124,7.369600721,8,6,42,0
1604697000,92,130000,33,5.460261291,12.87236237,8.188689124,7.21788354,92,6,42,0
1604698000,87,9,18,5.455247706,12.85317589,8.188689124,7.229838778,2,7,42,0
1604699000,102,9,7,5.450234606,12.81011535,8.188689124,7.226936018,102,7,42,1
1604700000,117,310000,15,5.445221924,12.76654521,8.188689124,7.150701458,21,7,42,0
1604710000,91,352500,19,5.472501577,12.99634654,8.188689124,7.272398393,7,7,42,0
1604713000,102,410000,16,5.493546605,12.74168844,8.188689124,7.264030143,24,6,42,0
1604714000,87,9,21,5.501966504,12.88841163,8.188689124,7.201170883,18,6,42,0
1604717000,92,0,35,5.52723309,13.19839806,8.188689124,7.294377299,24,7,42,0
1604720000,97,250000,12,5.556204998,13.13191759,8.411832676,7.598700036,12,7,42,0
1604721000,62,169500,31,5.560228123,12.85474534,8.411832676,7.228388452,62,8,42,0
1604732000,20,280000,4,5.479910629,13.32334312,8.303504799,7.461640392,20,7,42,0
1604739000,97,9,10,5.438756741,12.86850285,8.134760782,7.272398393,97,6,42,0
1604740000,94,117500,25,5.442933383,12.91435471,8.153349758,7.182352112,20,6,42,0
1604741000,87,9,8,5.447110247,12.90445609,8.153349758,7.405495663,38,6,42,0
1604742000,115,1,18,5.451287401,12.81583822,8.219595454,7.192934221,42,6,42,0
1604743000,92,0,35,5.45964265,12.98356097,8.298041661,7.390181428,92,6,42,0
1604744000,97,100000,30,5.467999052,12.68757244,8.371242136,6.828712072,97,6,42,0
1604745000,102,0,24,5.476356603,12.96007971,8.070906089,7.32948736,102,6,42,0
1604746000,112,389000,17,5.48471523,12.90470476,8.006367568,7.188412736,112,8,42,1
1604747000,94,9,10,5.497255371,12.80463438,8.006367568,7.263399692,94,6,42,0
1604748000,95,9,7,5.505616903,12.96102023,8.006367568,7.340835554,95,6,42,0
1604749000,62,175000,23,5.518161276,12.88638785,8.006367568,7.303170051,14,6,42,0
1604752000,117,159900,35,5.572641033,12.64142013,8.169619562,7.100027167,42,6,42,0
1605080000,102,475000,3,5.51209528,12.80545845,8.674709629,7.303843225,102,8,42,1
1605082000,135,430000,17,5.447731637,13.15599156,8.355144739,7.732456899,10,9,42,0
1605084000,123,9,5,5.47622181,13.41249245,8.74878099,7.671174513,10,10,42,0
1605089000,123,950000,3,5.524035698,13.57190916,8.886685639,7.806411432,5,7,42,1
1605090000,57,130000,24,5.534661539,12.94036177,8.782783017,7.29301768,14,7,42,0
1605094000,125,9,7,5.558797996,13.20135938,8.166216269,7.785720897,6,9,42,0
1605096000,112,320000,13,5.554721071,13.07170146,8.166216269,7.576712221,112,8,42,1
1605098000,117,152500,27,5.549285165,13.32546747,8.196987927,7.530479995,117,7,42,0
1605099000,97,70000,24,5.587454876,12.9983862,7.676009932,7.515889085,97,10,42,0
1605102000,126,9,10,5.54156377,12.81284461,7.813187268,7.527255919,126,7,42,1
1605104000,132,0,35,5.534585749,13.47639483,8.196987927,7.80710329,132,10,42,0
1605105000,112,319000,11,5.524584781,13.00605426,8.166216269,7.732369222,112,8,42,1
1605108000,112,9,8,5.494582989,13.06642775,8.692657961,7.637330816,17,7,42,0
1605110000,112,0,17,5.474582731,13.03811182,8.757940877,7.646831391,112,10,42,0
1605116000,127,0,35,5.46484182,13.21530712,8.488793717,7.711101252,24,7,42,0
1605117000,60,260000,21,5.470304291,12.99702689,8.488793717,7.149916836,60,6,42,0
1605118000,112,214000,24,5.475766856,13.3879532,8.488793717,7.914617709,112,8,42,0
1605122000,112,125000,27,5.492165481,12.99111509,8.488793717,7.458186157,112,9,42,0
1605125000,102,0,35,5.500372819,12.9743273,7.949797216,7.421775794,102,6,42,0
1605127000,102,0,35,5.587050168,12.97849301,7.836764783,7.360103973,102,6,42,0
1605128001,79,560000,3,5.556011778,13.0802906,8.033009499,7.215828041,26,6,42,1
1605128002,74,0,35,5.580712288,12.7634001,8.187855444,7.120929299,74,5,42,0
1605128003,92,419000,6,5.58166972,12.48180865,7.948738455,6.922052584,92,6,42,1
1605129000,102,9,8,5.581909624,12.89470967,8.218517577,7.425357887,102,8,42,0
1605130000,102,9,27,5.582153487,13.15328048,8.243282523,7.770392038,102,7,42,0
1605131000,102,0,35,5.582401446,12.98379073,8.23483028,7.534869489,102,7,42,0
1605132000,112,283300,8,5.582653361,12.532426,8.226573475,7.185387016,9,6,42,0
1605133000,102,9,24,5.5829378,13.16023703,8.217978203,7.584366491,102,9,42,0
1605145000,97,0,18,5.473620836,13.15075645,8.470520783,7.731228721,2,8,42,0
1605149000,129,438000,17,5.454103732,13.04936248,8.67692825,7.718240952,129,10,42,1
1605155000,122,500000,4,5.457181216,12.88613459,8.253227646,7.216709487,4,8,42,1
1605156000,87,9,12,5.475767599,13.03265746,8.071530894,7.409741954,87,7,42,0
1605157000,97,1,3,5.476325013,12.97316707,8.212297138,7.338888134,16,7,42,0
1605158000,94,0,3,5.47716224,12.81583822,8.046869511,7.129297549,94,6,42,1
1605160000,94,9,5,5.47772113,12.77620438,8.076204527,7.129297549,94,6,42,1
1605161000,94,615000,5,5.478280609,13.03941646,8.102586425,7.225481473,7,6,42,1
1605162000,62,822500,3,5.478840679,13.40724152,8.947936107,7.458186157,5,8,42,1
1605162001,62,168000,22,5.479358715,12.60652521,7.990576882,6.81563999,33,5,42,0
1605163000,97,9,4,5.47878729,12.79552459,8.164225652,7.167037877,97,6,42,1
1605164000,87,0,35,5.477646286,13.07317313,7.98616486,7.416979621,19,8,42,0
1605170000,82,9,4,5.517043962,12.79413705,8.564076777,7.022868086,82,6,42,0
1605173000,69,0,35,5.543422924,12.74168844,8.327484416,7.150230759,69,6,42,0
1605174000,72,315000,14,5.552093604,12.99407536,8.436850439,7.238496841,72,6,42,0
1605175000,72,410000,8,5.553125979,12.82179868,8.466320861,7.035268599,14,7,42,0
1605176000,72,165000,34,5.554150875,12.95890283,8.371010681,7.150230759,24,8,42,0
1605177000,72,100000,27,5.554901767,13.17874371,8.265650166,7.234321469,3,6,42,0
1605178000,72,0,35,5.554953795,12.84000047,8.330863613,7.003974137,72,6,42,0
1605178001,72,0,35,5.550707937,12.7281349,8.571870753,7.120929299,72,6,42,0
1700137000,122,550000,5,4.59680153,13.15908096,8.398184405,8.121123805,7,12,16.8,1
1700147000,112,0,22,4.561292572,12.42881612,8.321421587,7.754138435,37,13,16.8,0
1700159000,17,9,5,4.608426626,12.6387605,8.203851372,7.390181428,17,7,16.8,0
1700160000,17,225000,16,4.621621272,12.61939348,8.320448114,7.390181428,17,7,16.8,0
1700177000,17,183750,15,4.690463074,12.44063871,7.8559322,7.390181428,17,6,16.8,0
1700178000,17,183750,13,4.694860068,12.44063871,7.687538766,7.390181428,17,6,16.8,0
1700203010,17,235000,16,4.68780505,12.66562813,8.429454277,7.321188557,17,7,16.8,0
1700204010,17,235000,15,4.692119628,12.66678007,8.43901541,7.321188557,17,7,16.8,0
1700212000,23,185000,22,4.700447203,12.78661088,8.610319169,7.283448229,23,7,16.8,0
1700221000,122,187000,14,4.60295711,12.5157608,8.435332165,7.913301535,122,10,16.8,1
1700240000,122,295000,19,4.59253247,12.35276702,8.409607981,7.856009686,122,10,16.8,0
1700241000,122,9,4,4.585686076,12.47495409,8.38935982,8.041734711,122,10,16.8,1
1700242000,112,107500,25,4.603287709,12.73227937,8.541105011,7.747596839,112,10,16.8,0
1700243000,94,0,18,4.615441462,12.56024446,8.569406063,7.801882198,29,10,16.8,0
1700245000,112,324000,18,4.639987596,12.77705219,8.586532669,7.730438381,18,9,16.8,0
1700252000,122,9,24,4.663777753,12.51759331,8.599878558,7.758077134,122,9,16.8,0
1700254000,117,9,4,4.659345409,12.53968365,8.626585568,7.833045395,117,10,16.8,1
1700255000,117,369000,7,4.657868222,12.57625594,8.62837672,8.058295661,6,9,16.8,0
1700257000,122,0,17,4.577399576,12.62346632,8.526747404,8.166784289,122,16,16.8,0
1700258000,132,407500,3,4.572247862,12.82664913,8.508354243,7.920809679,3,12,16.8,1
1700260000,132,87000,29,4.636419287,12.47533613,8.423761247,7.91015031,32,9,16.8,0
1700262000,122,0,35,4.63949618,12.46535524,8.450412158,7.948031991,122,12,16.8,0
1700263000,137,0,14,4.64103474,12.28903417,8.444837529,7.919719761,137,8,16.8,0
1700264000,117,0,18,4.64257331,12.43081492,8.439447843,7.901895546,117,12,16.8,0
1700265000,117,350000,15,4.644112026,12.4073795,8.451907725,8.053823509,117,12,16.8,1
1700267000,122,9,10,4.659787589,12.27559871,8.075271546,7.540940118,122,8,16.8,0
1700270000,132,65000,30,4.642360099,12.35103842,8.333510709,7.929774459,132,11,16.8,0
1700271000,132,322500,9,4.640852758,12.77308955,8.374476889,7.734558844,132,8,16.8,1
1700272000,117,9,24,4.639345492,12.31268238,8.376550862,7.694757035,117,8,16.8,0
1700273000,122,57000,28,4.637838369,12.32385568,8.404248432,7.761319181,122,10,16.8,0
1700277000,37,0,35,4.557258368,12.40982948,7.734996194,6.822197391,37,4,16.8,0
1700277002,37,215000,8,4.552930959,12.28395918,7.301147806,6.822197391,37,5,16.8,0
1700277004,37,0,35,4.547430576,12.42158717,7.619724214,6.822197391,37,4,16.8,0
1700277008,38,226600,17,4.551015817,12.41105223,7.275172319,6.822197391,38,6,16.8,0
1700277012,38,95000,33,4.55053659,12.42961612,7.427738841,7.210449109,38,6,16.8,0
1700277014,38,245000,18,4.549849479,12.35103842,7.204149292,6.841615476,38,4,16.8,0
1700277016,38,0,35,4.55005737,12.31627144,7.783224016,6.830874235,38,4,16.8,0
1700277022,38,0,35,4.548871038,12.31358085,7.753623547,6.830874235,38,4,16.8,0
1700277024,38,235000,15,4.549098961,12.42279563,7.669495251,6.830874235,38,4,16.8,0
1700277026,38,170000,13,4.548381857,12.35578492,7.342779189,6.841615476,38,4,16.8,0
1700277032,38,258000,6,4.548140639,12.43241109,7.192182059,6.822197391,38,6,16.8,0
1700277034,38,340000,3,4.547403471,12.43360655,7.412764017,6.811244379,38,5,16.8,0
1700277036,38,350000,3,4.547661455,12.42841588,7.378383713,6.811244379,38,5,16.8,0
1700277038,38,219000,7,4.546914314,12.47533613,7.263329617,6.822197391,38,6,16.8,0
1700277040,38,219725,8,4.547182278,12.45683136,7.946971358,6.822197391,38,6,16.8,0
1700308000,127,9,6,4.64369288,12.45605285,8.475746002,7.737180078,127,10,16.8,1
1700312000,117,0,35,4.625705598,11.96208843,7.549609165,7.492871715,117,7,16.8,0
1700313000,122,9,22,4.628556808,12.20807065,7.73587032,7.045340942,122,6,16.8,0
1700324000,122,0,35,4.794808479,12.40982948,8.506940815,7.336936914,20,8,16.8,0
1700325000,88,9,10,4.798510806,12.5776362,8.669570872,7.514472732,38,8,16.8,0
1700338000,122,9,24,4.801817557,12.40328281,8.517193191,7.538920667,122,10,16.8,0
1700361000,139,409000,6,4.809394612,12.87646284,8.699514748,7.590043716,6,6,16.8,0
1700362000,122,320000,10,4.702508384,12.98700174,8.456381052,8.126931917,122,10,16.8,1
1700370010,122,332000,18,4.756196775,12.95678094,8.070280893,7.416979621,19,7,16.8,0
1700374000,17,235000,16,4.794485294,12.62276779,7.599401333,7.322510434,17,7,16.8,0
1700385000,122,0,35,4.796100227,12.44193497,8.626047596,7.60946569,122,9,16.8,0
1700387000,122,295000,8,4.778493608,12.36563722,8.612503371,7.651690626,122,7,16.8,1
1700388000,122,9,32,4.769624228,12.32607544,8.665613197,7.543273347,122,6,16.8,0
1700392000,122,300000,8,4.677684846,12.6720055,8.30647216,7.640507714,122,9,16.8,1
1700394000,122,325000,5,4.674307433,12.52316545,8.30647216,7.613917397,6,6,16.8,0
1700395000,122,550000,4,4.672622932,13.37839997,8.30647216,7.784473236,7,9,16.8,1
1700396000,98,100,3,4.710957784,12.57175688,8.417372856,7.484368643,98,6,16.8,0
1700398010,31,1,19,4.719635702,12.35854907,8.040768994,7.186749723,31,6,16.8,0
1700398020,31,269000,7,4.723108031,12.4313579,8.040768994,7.186749723,31,8,16.8,0
1700399000,17,183750,15,4.724844395,12.44063871,7.963460067,7.345881169,17,8,16.8,0
1700400000,17,183750,16,4.726580915,12.44063871,7.963460067,7.345881169,17,8,16.8,0
1700405000,17,183750,16,4.751282223,12.44063871,7.98104976,7.345881169,17,8,16.8,0
1700405010,17,183750,15,4.753853568,12.44063871,7.98104976,7.345881169,17,8,16.8,0
1700407000,132,69900,25,4.792601231,12.66507852,8.779557456,7.65349491,132,10,16.8,0
1700409000,107,0,35,4.798627685,12.44862659,8.342839804,7.270312886,107,6,16.8,0
1700411000,122,395000,5,4.784045063,12.5299661,8.411832676,7.598499575,25,7,16.8,1
1700414000,142,227000,7,4.753825242,12.63166712,8.411832676,7.424165281,9,6,16.8,0
1700420000,122,90000,27,4.663532832,12.51539389,8.245646901,7.802209316,122,10,16.8,0
1700421000,117,0,35,4.660460409,12.42078072,8.22684089,7.797619897,117,10,16.8,0
1700422000,122,0,35,4.654338518,12.46458334,8.220941168,7.852283552,122,10,16.8,0
1700423000,122,0,35,4.652267463,12.72188581,8.215006433,7.797619897,25,10,16.8,0
1700424000,122,9,9,4.645755364,12.48861654,8.209580483,7.828595646,47,10,16.8,0
1700430010,17,183750,16,6.45,12.44063871,7.824046011,7.390181428,17,7,16.8,0
1700430020,17,183750,16,6.45,12.44063871,7.850493181,7.390181428,17,6,16.8,0
1700434000,17,185000,16,4.717167495,12.4964972,8.452974619,7.322510434,17,7,16.8,0
1700446010,122,9,29,6.45,12.06681058,7.536363938,7.199155431,122,5,16.8,0
1700456000,122,115000,24,4.65284855,12.68726346,8.556413905,7.825165384,24,10,16.8,0
1700466000,122,34000,31,4.742893343,12.64497253,9.433483923,7.842278779,122,11,16.8,0
1700468010,31,75000,30,4.758571717,12.2766243,8.516593011,7.033506484,10,5,16.8,0
1700468020,31,88000,30,4.761198307,12.43629905,8.495152061,7.069874128,31,5,16.8,0
1700473000,142,1,3,4.74699622,12.29179152,7.591357047,7.30840883,142,7,16.8,1
1700475000,142,9,6,6.45,12.47227569,7.596392304,7.329618533,142,10,16.8,1
1700487000,167,103000,32,6.45,12.54183034,8.525161361,7.641660452,167,8,16.8,0
1700531000,122,9,26,4.791801891,12.39999334,8.53640741,7.773930969,37,9,16.8,0
1700535000,122,340000,9,4.802900716,12.69526597,8.52098599,8.177852846,31,10,16.8,0
1700536000,122,410000,7,4.805686001,13.1456892,8.516993171,7.706702878,5,9,16.8,0
1700537000,126,9,30,4.807080191,12.96781262,8.512984347,7.733683571,126,10,16.8,0
1700560010,31,78000,31,4.797799669,12.25343322,8.006367568,7.186749723,31,8,16.8,0
1700560020,31,110000,10,4.799309167,11.68556699,8.006367568,7.186749723,10,6,16.8,0
1700561000,127,0,35,4.796292223,12.57556509,8.699514748,8.094988759,127,9,16.8,0
1700562000,21,220000,21,4.793283504,12.90445609,8.699514748,7.461640392,21,6,16.8,0
1700569000,17,365000,7,4.850714589,12.73680089,8.441175705,7.314552832,8,7,16.8,0
1700570000,137,0,35,4.864386766,12.56234751,8.978408315,7.789454566,137,8,16.8,0
1700572001,117,9,14,4.888788672,12.43360655,8.76452191,7.736656381,20,8,16.8,0
1700573000,126,0,35,4.881785922,12.41876174,8.465899897,7.500529485,126,7,16.8,0
1700577000,137,9,5,4.857433804,12.34930681,8.465899897,7.462789157,137,7,16.8,1
1700591000,122,112000,32,4.858140852,12.21453672,8.465899897,7.558203705,33,7,16.8,0
1700597000,142,211894,11,4.853756513,12.22636535,8.160518247,7.478734826,142,7,16.8,1
1700600000,93,9,13,4.826075872,12.57383589,8.292047637,7.543273347,9,8,16.8,0
1700602000,93,0,15,4.825378633,11.94730192,7.60090246,7.042286172,93,6,16.8,0
1700603000,122,185000,13,4.825030173,12.22978917,8.006367568,7.342131731,122,7,16.8,1
1700604000,17,235000,16,4.84371602,12.67981926,8.517193191,7.314552832,17,6,16.8,0
1700610000,16,355000,16,4.889339332,12.70229212,8.006367568,7.750700825,16,7,16.8,0
1700614000,102,9,11,4.902985895,12.15108834,7.783224016,7.272398393,13,8,16.8,0
1700617000,117,162000,13,4.851316888,12.92122591,8.068402959,7.558829683,117,8,16.8,0
1700618000,127,9,20,4.852925354,12.3779229,8.070906089,7.512726769,127,8,16.8,0
1700619000,132,123900,32,4.854533956,12.40574284,8.070906089,7.492871715,10,8,16.8,0
1700620000,122,0,35,4.855338299,12.37708044,8.070906089,7.477717359,22,7,16.8,0
1700639000,122,9,15,4.882414285,12.52161305,8.860357273,7.735083641,122,11,16.8,0
1700646000,122,430000,6,4.805457874,12.83174366,8.555259392,7.929594509,122,8,16.8,1
1700647000,122,0,35,4.802616318,12.42118403,8.555259392,7.898039691,122,10,16.8,0
1700648000,122,0,18,4.79977923,12.91877733,8.555259392,7.856939054,122,10,16.8,0
1700652000,122,350000,14,4.788474778,12.47838724,8.536211197,8.102949665,122,10,16.8,1
1700663000,122,312000,20,4.919782905,12.82664913,8.229511119,7.775107836,122,10,16.8,0
1700669000,95,9,26,4.85834755,12.66096264,8.29404964,7.883069351,95,10,16.8,0
1700675000,107,112750,24,4.873112729,12.64142013,8.776475789,7.873673919,4,13,16.8,0
1701631000,135,368500,5,5.343433908,12.41916586,9.232297539,7.571473649,34,7,15.5,1
1701880000,5,353000,4,5.231449255,12.36264895,8.188966864,7.215239979,5,6,15.5,0
1701887000,122,9,12,5.289464236,12.41876174,7.886081402,7.113467789,122,7,15.5,0
1701892000,112,140000,14,5.338132922,12.56828224,8.158229917,7.18349128,14,6,15.5,0
1701895000,5,353000,3,5.317239993,12.4890989,8.373784608,7.215239979,5,6,15.5,0
1701896000,132,119000,25,5.312025084,12.7736566,8.14322675,7.60230148,24,11,15.5,0
1701897000,152,283800,17,5.306813437,12.4897467,8.223627176,7.037905963,152,6,15.5,1
1701898000,137,0,35,5.301618433,12.89571369,8.297792626,7.221105098,21,6,15.5,0
1701900000,142,9,22,5.291312607,12.52015319,8.188966864,7.465082736,142,6,15.5,0
1701901010,137,0,20,5.281020635,12.51686071,8.710619528,7.287902579,18,7,15.5,0
1701908000,147,0,35,5.294543407,12.85995911,8.411832676,7.686804889,22,8,15.5,0
1701910000,132,9,10,5.303476695,12.60484877,8.881836305,7.762170607,23,9,15.5,0
1701911000,132,414000,6,5.30798395,13.03854689,8.188689124,7.713337889,8,9,15.5,0
1701912000,94,275000,10,5.312500447,12.86488715,8.188689124,7.634917338,10,11,15.5,0
1701914000,137,9,25,5.32154097,12.2871917,8.188689124,7.210818453,23,7,15.5,0
1701915000,135,100,3,5.326064973,12.53465671,8.188689124,7.301147806,135,9,15.5,1
1701917000,107,9,27,5.335120509,12.33666222,8.188689124,7.444950158,107,7,15.5,0
1701922000,132,219000,10,5.357802431,12.53609556,8.342125263,7.297768283,11,7,15.5,0
1701923000,148,0,35,5.362346172,12.47074194,8.352318548,7.297768283,38,7,15.5,0
1701925000,132,0,13,5.366892353,12.417953,8.380915173,7.242082359,132,7,15.5,0
1701926000,132,9,34,5.371441044,12.53573604,8.188689124,7.478734826,44,6,15.5,0
1701927000,132,150000,12,5.375992085,12.56654039,8.188689124,7.360103973,39,7,15.5,0
1701929000,137,162000,22,5.396809836,12.36648937,8.188689124,7.012295458,137,7,15.5,0
1701930000,137,360000,7,5.403636978,12.62937767,8.188689124,7.498869734,137,9,15.5,1
